Season,WTeamID,WTeamSeed,WScore,LTeamID,LTeamSeed,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,WEnd_MAS,WEnd_MOR,WEnd_POM,WEnd_SAG,LEnd_MAS,LEnd_MOR,LEnd_POM,LEnd_SAG
2010,1181,X01,78,1124,X03,71,N,0,22,61,11,23,23,29,23,20,15,11,7,0,15,27,59,5,18,12,19,17,20,14,11,8,8,21,3,2,1,2,11,11,12,8
2010,1181,X01,61,1139,Z05,59,N,0,23,52,5,17,10,16,11,26,12,12,5,7,14,20,58,6,18,13,18,14,21,7,8,4,0,18,3,2,1,2,13,24,26,22
2010,1243,Z02,84,1140,Z07,72,N,0,23,56,11,27,27,30,15,24,14,15,7,3,20,21,53,5,16,25,28,9,20,12,13,7,2,24,6,8,9,6,14,14,7,9
2010,1181,X01,68,1143,X08,53,N,0,27,57,3,17,11,17,11,23,11,5,4,5,15,19,48,3,12,12,16,9,24,6,11,3,1,18,3,2,1,2,33,15,14,29
2010,1281,W10,86,1155,W07,78,N,0,30,58,5,17,21,29,9,21,21,9,15,3,16,28,63,12,24,10,14,18,23,14,20,2,1,22,36,28,21,21,40,22,16,28
2010,1246,W01,62,1165,W12,45,N,0,22,50,2,16,16,26,13,28,15,13,12,6,17,16,48,5,21,8,13,7,21,8,15,6,3,22,2,4,6,4,48,70,66,52
2010,1246,W01,100,1190,W16,71,N,0,31,60,15,33,23,34,11,33,27,14,8,11,24,23,64,4,17,21,37,15,25,11,14,11,1,23,2,4,6,4,158,184,142,156
2010,1140,Z07,99,1196,Z10,92,N,2,32,65,10,23,25,32,10,23,11,12,12,2,17,34,78,10,32,14,19,20,25,15,21,7,4,24,14,14,7,9,55,40,49,48
2010,1211,Z08,67,1199,Z09,60,N,0,21,42,3,10,22,30,6,32,11,15,5,5,19,21,59,6,20,12,20,11,21,15,8,7,4,22,32,60,56,35,30,25,19,26
2010,1325,Y14,97,1207,Y03,83,N,0,32,55,13,23,20,26,8,18,15,12,6,3,18,31,61,8,22,13,19,14,17,14,18,5,5,21,113,101,100,112,12,7,11,11
2010,1326,Y02,75,1210,Y10,66,N,0,25,51,8,21,17,23,7,22,17,18,8,3,17,24,58,4,20,14,19,12,21,14,21,12,0,24,7,3,4,12,42,31,27,32
2010,1393,Z01,87,1211,Z08,65,N,0,29,53,12,25,17,23,8,30,17,15,4,2,17,25,60,3,21,12,20,11,16,14,11,8,3,18,4,6,5,3,32,60,56,35
2010,1268,Y04,89,1222,Y13,77,N,0,32,68,4,17,21,25,17,33,18,10,2,4,20,25,60,7,20,20,32,9,20,7,6,6,1,19,17,10,10,15,100,74,85,100
2010,1320,Y09,69,1242,Y01,67,N,0,22,55,9,26,16,19,11,19,11,9,9,1,16,24,54,6,23,13,18,14,24,9,15,5,3,19,24,41,32,31,1,1,2,1
2010,1139,Z05,63,1243,Z02,56,N,0,21,46,7,15,14,20,12,29,9,20,7,1,16,22,57,5,15,7,14,11,18,8,13,11,6,19,13,24,26,22,6,8,9,6
2010,1452,W02,73,1246,W01,66,N,0,20,52,10,23,23,34,10,26,14,12,5,6,22,23,67,4,32,16,29,24,27,10,16,6,4,27,5,9,8,5,2,4,6,4
2010,1242,Y01,90,1250,Y16,74,N,0,38,69,9,21,5,10,14,27,17,14,10,11,18,25,62,7,19,17,21,13,20,11,13,6,4,16,1,1,2,1,201,149,180,204
2010,1143,X08,77,1257,X09,62,N,0,26,51,8,15,17,22,7,21,17,14,8,3,14,26,60,5,19,5,9,15,22,13,15,9,1,19,33,15,14,29,38,33,39,37
2010,1449,W11,80,1266,W06,78,N,0,30,55,9,14,11,16,7,21,21,12,4,6,15,27,51,12,19,12,15,5,17,16,13,8,1,17,41,12,29,42,23,32,28,24
2010,1277,Y05,85,1268,Y04,83,N,0,32,58,10,18,11,14,13,29,18,19,3,5,19,29,66,9,19,16,20,10,14,20,6,8,0,14,20,18,24,25,17,10,10,15
2010,1139,Z05,52,1277,Y05,50,N,0,15,49,5,21,17,24,11,21,5,8,12,2,17,18,42,4,11,10,18,8,28,11,16,3,4,21,13,24,26,22,20,18,24,25
2010,1462,Z06,65,1278,Z11,54,N,0,23,67,7,20,12,19,20,30,15,6,6,3,16,19,62,7,26,9,14,16,25,14,8,2,11,18,22,23,22,18,46,13,25,46
2010,1452,W02,68,1281,W10,59,N,0,19,47,5,15,25,33,13,28,12,10,4,5,16,20,61,7,21,12,20,17,21,13,7,6,8,23,5,9,8,5,36,28,21,21
2010,1307,W03,62,1285,W14,57,N,0,22,53,5,20,13,23,10,21,14,6,8,3,14,22,54,6,21,7,12,11,26,17,12,5,2,21,16,59,47,23,105,135,105,102
2010,1452,W02,77,1288,W15,50,N,0,24,58,4,15,25,31,14,35,20,9,7,4,16,18,61,3,19,11,20,13,25,3,12,6,7,22,5,9,8,5,132,181,149,144
2010,1139,Z05,54,1293,Z13,52,N,0,18,50,7,20,11,19,7,15,10,6,6,1,14,19,44,9,14,5,12,11,28,12,18,3,3,17,13,24,26,22,49,75,57,61
2010,1449,W11,82,1307,W03,64,N,0,32,66,8,17,10,20,12,28,21,5,6,7,18,26,66,5,17,7,17,13,25,7,11,1,1,18,41,12,29,42,16,59,47,23
2010,1277,Y05,70,1308,Y12,67,N,0,20,53,7,19,23,33,14,26,16,9,5,4,22,23,57,8,21,13,22,15,25,8,11,7,3,23,20,18,24,25,71,99,115,98
2010,1243,Z02,82,1317,Z15,62,N,0,31,61,7,18,13,20,17,23,12,11,9,10,25,17,55,5,19,23,31,19,17,8,16,2,0,17,6,8,9,6,134,157,169,154
2010,1277,Y05,59,1320,Y09,52,N,0,19,44,7,19,14,19,6,26,15,10,8,3,19,17,44,4,16,14,21,4,22,4,10,6,3,13,20,18,24,25,24,41,32,31
2010,1330,X11,51,1323,X06,50,N,0,20,48,3,13,8,12,9,22,11,8,7,2,9,21,59,6,26,2,3,16,22,12,10,6,2,14,43,47,33,43,29,21,38,39
2010,1338,Z03,89,1324,Z14,66,N,0,30,56,4,12,25,36,9,29,18,15,10,1,26,19,57,4,21,24,32,11,21,8,17,8,1,25,18,20,30,20,70,117,141,103
2010,1397,Y06,83,1325,Y14,68,N,0,34,60,5,14,10,18,11,30,21,16,8,3,22,22,58,10,26,14,26,14,19,15,14,9,1,17,21,27,35,19,113,101,100,112
2010,1397,Y06,76,1326,Y02,73,N,0,30,64,4,15,12,15,20,21,15,16,6,3,20,25,58,9,23,14,19,13,16,14,11,6,3,16,21,27,35,19,7,3,4,12
2010,1210,Y10,64,1329,Y07,59,N,0,19,44,2,10,24,25,10,22,11,13,8,1,15,22,44,6,22,9,13,3,14,12,11,8,1,20,42,31,27,32,37,37,44,36
2010,1124,X03,76,1330,X11,68,N,0,28,54,8,20,12,17,11,19,15,13,8,6,19,23,53,6,13,16,22,14,17,16,14,9,3,18,11,11,12,8,43,47,33,43
2010,1462,Z06,71,1338,Z03,68,N,0,24,50,8,16,15,23,5,26,9,7,4,3,16,25,64,7,21,11,18,15,25,12,9,4,4,18,22,23,22,18,18,20,30,20
2010,1181,X01,70,1345,X04,57,N,0,22,55,6,15,20,24,16,32,11,14,4,2,20,20,54,4,15,13,21,7,20,12,7,7,6,21,3,2,1,2,8,17,13,10
2010,1388,X10,80,1350,X07,71,N,0,26,53,8,19,20,28,19,21,11,13,5,3,15,25,53,10,21,11,13,4,13,10,9,6,2,23,25,49,43,30,31,53,48,41
2010,1437,X02,73,1352,X15,70,N,1,18,51,6,22,31,40,11,18,9,16,13,10,19,22,55,5,20,21,26,11,24,8,21,10,2,31,10,16,15,7,165,158,188,188
2010,1124,X03,68,1358,X14,59,N,0,26,59,5,20,11,17,8,39,18,14,8,2,18,23,68,6,31,7,13,8,29,20,11,7,1,20,11,11,12,8,96,112,102,106
2010,1397,Y06,62,1361,Y11,59,N,0,20,52,8,17,14,18,13,19,10,11,3,3,19,20,52,3,18,16,21,11,22,10,10,3,6,16,21,27,35,19,35,48,40,38
2010,1326,Y02,68,1364,Y15,51,N,0,21,52,10,22,16,18,8,30,14,9,5,12,12,20,62,6,19,5,7,12,23,11,9,6,2,16,7,3,4,12,107,156,152,126
2010,1345,X04,72,1373,X13,64,N,0,27,59,5,17,13,19,6,32,21,14,8,7,14,23,70,3,12,15,18,15,30,9,14,7,1,16,8,17,13,10,39,65,58,53
2010,1124,X03,72,1388,X10,49,N,0,28,61,8,17,8,10,15,26,14,7,8,1,9,19,54,6,22,5,8,10,19,14,10,1,4,12,11,11,12,8,25,49,43,30
2010,1139,Z05,63,1393,Z01,59,N,0,21,52,6,24,15,21,5,23,9,7,13,2,15,21,48,7,19,10,14,8,30,12,18,4,1,16,13,24,26,22,4,6,5,3
2010,1165,W12,78,1396,W05,65,N,0,27,48,9,23,15,19,10,20,10,11,7,2,12,27,52,5,17,6,9,7,13,14,11,3,4,20,48,70,66,52,9,35,18,16
2010,1277,Y05,70,1397,Y06,69,N,0,24,52,6,18,16,21,13,14,12,11,8,8,20,24,47,7,16,14,21,10,17,11,10,6,3,15,20,18,24,25,21,27,35,19
2010,1448,W09,81,1400,W08,80,N,1,30,70,6,18,15,24,20,39,15,20,2,4,24,26,69,8,24,20,33,10,24,11,5,11,4,20,51,58,50,45,26,30,17,13
2010,1345,X04,63,1401,X05,61,N,1,26,63,6,17,5,6,5,34,11,12,12,6,18,23,65,5,17,10,17,14,31,14,14,8,3,13,8,17,13,10,15,19,23,17
2010,1320,Y09,69,1424,Y08,66,N,0,20,45,9,19,20,23,13,22,11,16,7,2,16,25,58,9,22,7,12,15,13,12,8,9,2,20,24,41,32,31,45,43,37,44
2010,1401,X05,69,1429,X12,53,N,0,25,51,8,18,11,14,7,32,12,11,4,1,13,24,62,5,20,0,4,10,21,8,9,4,3,18,15,19,23,17,44,26,20,40
2010,1139,Z05,77,1431,Z12,59,N,0,23,50,13,31,18,28,8,24,14,10,6,1,13,24,57,4,18,7,9,6,24,15,14,8,1,24,13,24,26,22,28,38,34,33
2010,1293,Z13,66,1435,Z04,65,N,0,25,60,7,15,9,17,15,24,13,11,4,4,21,22,50,4,12,17,29,10,23,15,10,4,4,17,49,75,57,61,27,29,36,27
2010,1393,Z01,79,1436,Z16,56,N,0,30,55,10,22,9,11,13,27,24,16,8,8,14,23,66,5,22,5,10,16,13,13,9,8,1,11,4,6,5,3,133,115,129,145
2010,1388,X10,75,1437,X02,68,N,0,24,48,7,19,20,26,6,27,6,12,2,3,12,25,69,7,19,11,11,15,17,9,7,5,2,18,25,49,43,30,10,16,15,7
2010,1246,W01,90,1448,W09,60,N,0,38,63,7,21,7,17,14,28,21,11,6,6,21,21,64,2,15,16,26,19,15,12,11,6,3,17,2,4,6,4,51,58,50,45
2010,1452,W02,69,1449,W11,56,N,0,26,65,4,15,13,17,23,26,14,23,11,4,15,22,56,3,11,9,14,11,18,11,21,14,8,20,5,9,8,5,41,12,29,42
2010,1181,X01,78,1452,W02,57,N,0,29,55,13,25,7,9,11,18,20,6,5,1,16,19,46,5,12,14,19,11,16,11,10,1,4,12,3,2,1,2,5,9,8,5
2010,1115,X16a,61,1457,X16b,44,N,0,17,44,6,16,21,28,10,29,12,10,3,7,16,16,55,2,21,10,18,14,20,5,7,3,5,22,232,269,238,239,192,199,212,210
2010,1165,W12,87,1458,W04,69,N,0,33,54,8,15,13,16,9,20,14,8,8,1,14,24,49,8,25,13,17,8,13,13,10,6,1,16,48,70,66,52,19,5,3,14
2010,1458,W04,53,1459,W13,49,N,0,20,54,1,9,12,19,10,20,3,4,7,0,14,20,48,3,7,6,13,11,26,7,11,1,2,15,19,5,3,14,66,98,87,82
2010,1243,Z02,101,1462,Z06,96,N,2,37,78,8,19,19,29,16,24,19,12,5,11,25,31,72,12,28,22,29,19,32,12,16,8,4,28,6,8,9,6,22,23,22,18
2011,1323,Z02,69,1103,Z15,56,N,0,21,47,7,17,20,26,6,35,16,14,5,5,11,23,64,7,21,3,6,8,24,10,8,6,4,21,6,7,10,8,119,110,123,127
2011,1427,W16b,70,1106,W16a,61,N,0,23,54,4,16,20,30,10,30,14,13,4,0,14,22,62,7,26,10,12,11,28,13,12,6,3,22,201,222,219,219,300,290,295,308
2011,1163,X03,65,1112,X05,63,N,0,23,56,5,17,14,18,11,20,10,5,5,6,15,24,61,4,21,11,16,19,23,14,9,3,1,12,8,14,17,14,21,33,25,22
2011,1421,Y16b,81,1114,Y16a,77,N,1,27,54,4,12,23,28,6,29,17,15,6,1,25,24,56,9,29,20,26,7,26,19,16,6,2,24,155,151,143,155,202,196,210,207
2011,1458,Y04,72,1125,Y13,58,N,0,20,40,12,22,20,25,6,27,13,13,3,2,17,18,49,6,22,16,22,6,16,12,7,7,0,21,13,13,9,11,38,43,18,34
2011,1242,Z01,72,1131,Z16,53,N,0,29,57,9,20,5,8,11,29,19,14,5,1,13,18,51,9,25,8,12,6,19,10,12,6,3,16,2,3,3,2,150,152,169,166
2011,1163,X03,81,1137,X14,52,N,0,32,66,9,24,8,9,13,36,20,6,5,6,13,16,51,7,21,13,15,1,22,6,5,3,1,10,8,14,17,14,75,109,90,88
2011,1163,X03,53,1139,Y08,41,N,0,19,55,1,11,14,16,17,36,6,11,4,10,15,12,64,9,33,8,14,20,21,5,6,8,2,17,8,14,17,14,48,48,54,46
2011,1196,Y02,83,1140,Y03,74,N,1,31,65,11,34,10,22,10,35,23,15,8,5,12,25,71,10,37,14,16,12,30,13,12,11,1,19,17,16,19,18,9,17,13,6
2011,1163,X03,69,1153,X06,58,N,0,19,44,6,16,25,30,9,26,10,9,3,3,13,22,55,4,14,10,14,9,16,12,8,5,2,19,8,14,17,14,18,19,23,17
2011,1452,W05,84,1155,W12a,76,N,0,27,55,5,13,25,31,14,23,15,11,6,1,21,25,58,5,21,21,26,13,18,15,9,5,3,24,20,18,21,19,39,21,24,42
2011,1112,X05,93,1181,X01,77,N,0,34,63,9,15,16,21,16,24,15,12,7,3,21,27,58,5,14,18,22,9,18,10,11,5,6,20,21,33,25,22,4,2,2,3
2011,1139,Y08,74,1196,Y02,71,N,1,24,60,9,33,17,27,16,25,8,10,2,1,20,25,57,3,14,18,22,8,26,10,7,6,3,24,48,48,54,46,17,16,19,18
2011,1433,Z11b,72,1199,Z10,71,N,1,24,53,12,26,12,20,7,25,18,17,12,1,20,26,71,7,19,12,18,21,26,7,16,8,6,19,66,80,84,77,43,37,42,44
2011,1326,W01,98,1206,W08,66,N,0,36,59,16,26,10,18,11,22,23,9,8,1,11,26,60,8,18,6,7,13,16,13,17,5,3,17,1,1,1,1,29,46,26,31
2011,1433,Z11b,74,1207,Z06,56,N,0,18,44,12,25,26,39,8,22,14,6,7,4,16,20,52,5,26,11,13,12,24,12,17,3,1,26,66,80,84,77,19,42,31,16
2011,1449,W07,68,1208,W10,65,N,0,26,60,4,18,12,14,11,18,10,5,6,1,19,23,50,5,12,14,19,11,25,9,15,3,1,13,34,15,15,26,50,56,57,52
2011,1140,Y03,89,1211,Y11,67,N,0,31,59,14,28,13,15,4,23,17,8,10,6,19,24,57,2,9,17,21,12,24,18,15,4,5,19,9,17,13,6,45,26,27,41
2011,1181,X01,87,1214,X16,45,N,0,32,60,9,19,14,16,9,29,17,9,9,4,11,19,55,4,14,3,7,9,20,4,17,2,1,17,4,2,2,3,185,221,211,178
2011,1242,Z01,73,1228,Z09,59,N,0,27,52,4,12,15,20,7,29,17,12,5,2,11,23,60,6,21,7,9,10,21,16,12,7,2,18,2,3,3,2,42,20,20,27
2011,1393,W03,77,1232,W14,60,N,0,23,44,7,16,24,31,9,26,17,15,8,4,16,22,55,7,21,9,14,10,15,13,14,7,1,24,10,5,11,10,103,94,109,112
2011,1433,Z11b,71,1242,Z01,61,N,0,21,53,12,25,17,22,9,26,14,13,7,1,18,22,62,2,21,15,28,19,26,10,14,8,6,20,66,80,84,77,2,3,3,2
2011,1458,Y04,70,1243,Y05,65,N,0,21,50,9,20,19,23,10,20,12,5,4,2,18,22,48,6,12,15,22,10,22,7,8,3,0,22,13,13,9,11,27,22,29,25
2011,1163,X03,56,1246,W04,55,N,0,23,49,1,12,9,11,6,32,16,15,5,3,13,21,62,9,27,4,12,15,22,12,10,11,3,12,8,14,17,14,15,6,7,12
2011,1314,W02,102,1254,W15,87,N,0,34,67,3,17,31,42,12,42,21,18,3,10,19,31,85,8,31,17,25,16,23,19,14,11,1,28,7,12,14,15,73,143,121,98
2011,1287,Z13,62,1257,Z04,61,N,0,21,57,9,19,11,18,17,24,11,18,12,1,13,22,48,10,25,7,16,6,23,14,16,14,7,18,99,106,95,108,14,9,12,13
2011,1314,W02,81,1266,W11,63,N,0,31,74,5,16,14,21,22,26,15,7,11,8,16,23,63,2,16,15,20,18,24,8,18,4,8,17,7,12,14,15,33,34,33,29
2011,1112,X05,77,1272,X12,75,N,0,23,50,5,19,26,31,8,21,11,14,8,2,21,26,53,6,15,17,24,10,23,16,15,7,1,24,21,33,25,22,59,91,85,67
2011,1181,X01,73,1276,X08,71,N,0,25,49,5,20,18,25,10,23,12,11,1,2,18,27,53,7,21,10,11,4,18,13,7,7,0,23,4,2,2,3,31,25,40,38
2011,1417,Y07,78,1277,Y10,76,N,0,22,48,4,11,30,47,13,26,13,16,7,8,20,25,62,10,25,16,21,15,21,20,16,9,8,28,41,50,53,47,37,30,41,37
2011,1153,X06,78,1281,X11,63,N,0,29,54,4,11,16,22,13,23,14,11,3,2,15,24,63,6,19,9,13,15,16,15,9,7,3,18,18,19,23,17,44,29,34,28
2011,1350,Z12,65,1287,Z13,48,N,0,26,55,4,16,9,13,10,22,18,6,5,4,12,18,48,2,14,10,15,12,22,7,9,4,3,16,25,38,46,36,99,106,95,108
2011,1361,X02,68,1294,X15,50,N,0,27,66,9,22,5,8,15,30,11,4,5,5,8,19,56,8,22,4,8,9,24,8,9,2,0,7,3,11,6,4,115,150,122,125
2011,1246,W04,76,1314,W02,69,N,0,27,56,12,22,10,16,9,25,16,14,10,5,13,27,62,3,16,12,15,11,25,13,13,9,5,17,15,6,7,12,7,12,14,15
2011,1199,Z10,71,1323,Z02,57,N,0,22,48,9,19,18,25,9,31,15,12,2,9,18,19,62,7,30,12,19,15,23,12,8,4,5,25,43,37,42,44,6,7,10,8
2011,1400,X04,85,1324,X13,81,N,0,30,63,4,9,21,26,15,27,14,10,4,9,14,33,75,7,29,8,11,17,21,12,7,7,3,17,12,8,4,7,46,75,69,56
2011,1246,W04,62,1326,W01,60,N,0,22,48,6,17,12,14,7,25,11,11,3,11,18,19,58,6,16,16,22,16,20,7,7,6,1,14,15,6,7,12,1,1,1,1
2011,1139,Y08,60,1330,Y09,58,N,0,22,54,7,26,9,11,18,14,11,15,8,1,21,16,45,5,15,21,27,13,16,8,15,9,2,17,48,48,54,46,26,52,52,39
2011,1396,X07,66,1336,X10,64,N,0,24,49,5,18,13,15,8,20,10,10,6,5,13,26,54,8,19,4,6,8,18,12,9,4,0,13,24,45,38,32,32,27,39,45
2011,1139,Y08,71,1338,Y01,70,N,0,24,52,12,27,11,14,5,17,12,6,2,2,18,26,46,6,11,12,18,7,26,21,12,2,0,18,48,48,54,46,5,4,5,5
2011,1246,W04,59,1343,W13,57,N,0,24,47,5,11,6,11,6,20,12,9,5,7,8,24,52,3,14,6,7,8,20,8,6,8,2,11,15,6,7,12,60,117,87,76
2011,1433,Z11b,94,1345,Z03,76,N,0,37,65,8,21,12,14,9,26,26,4,4,2,13,30,67,8,25,8,11,13,20,20,7,3,6,15,66,80,84,77,11,10,8,9
2011,1242,Z01,77,1350,Z12,57,N,0,30,63,9,19,8,10,15,28,20,9,7,3,14,22,65,4,26,9,12,16,19,7,11,3,2,10,2,3,3,2,25,38,46,36
2011,1163,X03,74,1361,X02,67,N,0,27,57,8,16,12,16,9,26,13,9,5,3,16,27,64,7,22,6,13,15,22,14,9,4,1,14,8,14,17,14,3,11,6,4
2011,1196,Y02,79,1364,Y15,51,N,0,29,53,8,23,13,17,9,26,22,12,11,2,15,17,47,5,19,12,18,8,18,8,17,7,3,17,17,16,19,18,137,135,125,144
2011,1211,Y11,86,1385,Y06,71,N,0,28,52,9,15,21,26,12,31,20,15,6,2,15,27,58,7,15,10,15,5,15,9,10,10,4,22,45,26,27,41,22,24,35,23
2011,1345,Z03,65,1389,Z14,43,N,0,23,54,5,15,14,17,14,33,12,16,7,3,13,17,58,5,21,4,6,9,19,9,14,10,2,19,11,10,8,9,105,102,110,128
2011,1266,W11,66,1393,W03,62,N,0,21,51,5,11,19,23,12,18,15,14,11,1,13,26,47,5,15,5,7,4,20,11,18,7,2,21,33,34,33,29,10,5,11,10
2011,1361,X02,71,1396,X07,64,N,2,28,65,6,11,9,9,13,29,13,13,6,6,14,25,66,6,14,8,11,13,22,13,11,3,1,15,3,11,6,4,24,45,38,32
2011,1276,X08,75,1397,X09,45,N,0,33,64,9,26,0,1,12,24,20,11,5,2,17,15,43,3,18,12,16,6,20,10,18,4,5,13,31,25,40,38,49,58,55,51
2011,1112,X05,70,1400,X04,69,N,0,24,54,8,14,14,22,11,21,17,12,8,2,20,24,53,3,11,18,22,10,23,13,13,5,7,17,21,33,25,22,12,8,4,7
2011,1199,Z10,57,1401,Z07,50,N,0,20,43,4,15,13,20,6,29,14,13,6,10,17,16,51,9,25,9,19,12,21,12,11,6,1,19,43,37,42,44,30,36,45,33
2011,1155,W12a,70,1412,W12b,52,N,0,26,50,4,13,14,16,4,25,17,12,10,2,12,18,48,12,24,4,7,7,22,10,19,4,3,10,39,21,24,42,54,67,56,53
2011,1196,Y02,73,1417,Y07,65,N,0,27,54,6,14,13,17,8,24,13,8,2,4,18,23,55,3,13,16,25,14,21,12,8,4,5,14,17,16,19,18,41,50,53,47
2011,1338,Y01,74,1421,Y16b,51,N,0,25,59,8,19,16,25,22,28,18,12,4,1,16,17,55,3,19,14,19,9,18,9,10,7,6,21,5,4,5,5,155,151,143,155
2011,1228,Z09,73,1424,Z08,62,N,0,28,47,7,13,10,14,5,28,21,15,3,2,17,21,54,7,24,13,19,8,17,10,9,8,0,16,42,20,20,27,23,32,22,20
2011,1433,Z11b,59,1425,Z11a,46,N,0,20,59,9,24,10,15,17,23,11,9,5,3,24,15,38,1,9,15,25,5,26,4,15,2,6,20,66,80,84,77,56,44,44,62
2011,1326,W01,75,1427,W16b,46,N,0,29,52,12,24,5,8,11,24,26,13,5,3,9,18,53,4,17,6,7,11,15,6,13,7,0,13,1,1,1,1,201,222,219,219
2011,1243,Y05,73,1429,Y12,68,N,0,22,54,5,17,24,28,12,21,14,11,2,1,17,23,50,6,18,16,21,8,21,10,12,2,2,25,27,22,29,25,16,35,16,21
2011,1139,Y08,70,1433,Z11b,62,N,0,21,59,8,23,20,26,16,32,8,9,5,2,16,23,58,8,22,8,13,6,26,17,10,3,4,24,48,48,54,46,66,80,84,77
2011,1350,Z12,69,1435,Z05,66,N,0,26,56,12,24,5,12,10,17,14,3,4,9,18,23,46,6,13,14,23,11,25,12,7,1,2,14,25,38,46,36,36,31,32,30
2011,1206,W08,61,1437,W09,57,N,0,21,52,4,14,15,24,12,24,12,9,3,1,15,19,52,7,22,12,17,10,25,10,9,5,5,19,29,46,26,31,35,41,28,24
2011,1314,W02,86,1449,W07,83,N,0,31,66,6,12,18,23,12,25,18,9,7,5,9,33,72,10,19,7,7,14,26,17,13,6,2,20,7,12,14,15,34,15,15,26
2011,1246,W04,71,1452,W05,63,N,0,24,50,6,18,17,24,9,25,12,10,1,6,19,22,53,7,19,12,16,9,21,9,11,5,2,23,15,6,7,12,20,18,21,19
2011,1139,Y08,61,1458,Y04,54,N,0,19,45,5,18,18,26,10,27,7,14,8,2,19,17,56,7,29,13,19,12,19,9,11,7,3,20,48,48,54,46,13,13,9,11
2011,1140,Y03,74,1459,Y14,66,N,0,24,61,6,22,20,24,10,29,14,10,9,1,22,22,56,4,19,18,24,7,29,12,13,4,4,20,9,17,13,6,96,78,86,97
2011,1266,W11,66,1462,W06,55,N,0,24,45,5,12,13,19,5,21,13,15,6,2,18,21,51,2,13,11,15,11,19,11,15,3,2,19,33,34,33,29,28,23,37,35
2012,1166,X08,58,1104,X09,57,N,0,22,50,9,21,5,13,7,24,14,7,4,3,11,22,48,7,17,6,12,6,26,9,9,5,4,18,18,35,35,25,44,36,30,29
2012,1246,Y01,82,1124,Y03,70,N,0,24,45,4,9,30,44,8,24,15,13,9,9,19,25,64,4,14,16,19,16,18,15,14,5,5,32,1,3,1,1,8,18,14,12
2012,1207,X03,74,1125,X14,59,N,0,30,49,5,12,9,13,7,25,14,12,2,3,10,21,54,10,27,7,11,10,14,16,9,3,0,15,22,27,12,14,36,45,23,33
2012,1266,Z03,88,1140,Z14a,68,N,0,30,66,9,20,19,26,16,32,19,16,7,3,20,23,61,7,19,15,22,9,25,16,17,8,6,22,16,16,18,15,54,49,48,39
2012,1378,X12b,65,1143,X12a,54,N,0,28,49,5,15,4,8,5,27,15,11,3,4,14,21,58,3,14,9,14,12,19,10,7,1,2,14,48,47,66,70,49,38,27,31
2012,1326,W02,81,1153,W06,66,N,0,27,56,8,17,19,27,12,23,14,11,13,1,11,26,56,9,23,5,8,8,21,8,18,5,5,21,6,1,2,2,24,21,31,34
2012,1124,Y03,80,1160,Y11,63,N,0,28,64,11,20,13,18,17,24,15,11,9,4,12,23,51,5,15,12,18,7,21,13,13,6,3,16,8,18,14,12,50,68,75,80
2012,1293,Z06,58,1161,Z11,41,N,0,20,51,5,17,13,26,10,22,9,8,9,5,8,16,48,3,14,6,9,12,28,7,22,6,1,22,14,79,49,40,74,75,76,76
2012,1235,Y08,77,1163,Y09,64,N,0,26,54,6,16,19,20,12,29,10,11,2,4,15,21,56,7,19,15,22,8,16,8,4,7,5,17,32,33,29,32,41,28,37,37
2012,1314,X01,87,1166,X08,73,N,0,33,65,8,16,13,19,11,33,16,9,4,9,8,28,68,8,20,9,12,9,26,11,9,7,3,18,5,4,5,6,18,35,35,25
2012,1257,Z04,69,1172,Z13,62,N,0,21,52,1,5,26,36,13,27,8,10,5,4,19,21,60,4,19,16,23,13,23,12,10,4,6,23,10,13,20,18,68,76,68,71
2012,1242,X02,65,1178,X15,50,N,0,23,50,5,16,14,23,7,33,12,14,6,5,17,20,63,3,17,7,14,16,25,9,14,9,3,21,7,8,4,4,83,82,115,119
2012,1250,Y15,75,1181,Y02,70,N,0,22,52,6,18,25,37,9,25,12,8,7,1,22,24,58,6,26,16,23,13,29,12,13,4,3,26,63,113,83,92,9,14,17,11
2012,1257,Z04,72,1196,Z07,68,N,0,27,60,6,16,12,15,8,22,11,6,6,3,21,24,48,8,20,12,18,6,26,17,14,4,3,15,10,13,20,18,25,22,19,17
2012,1153,W06,62,1199,W03,56,N,0,19,50,5,15,19,23,10,23,13,15,13,5,18,19,50,6,17,12,15,10,21,11,17,5,8,20,24,21,31,34,11,15,21,21
2012,1301,X11,66,1207,X03,63,N,0,20,54,7,15,19,31,17,24,11,10,4,3,14,21,51,8,25,13,17,8,25,13,12,5,4,23,39,31,43,45,22,27,12,14
2012,1326,W02,73,1211,W07,66,N,0,25,53,9,24,14,18,9,22,13,11,6,4,17,22,56,8,23,14,19,13,21,14,9,3,1,19,6,1,2,2,26,24,32,30
2012,1435,W05,79,1217,W12,70,N,0,25,46,8,18,21,30,10,25,13,16,8,5,18,25,56,9,24,11,14,8,17,14,10,4,0,21,13,11,16,20,37,73,39,43
2012,1246,Y01,102,1231,Y04,90,N,0,31,64,5,10,35,37,15,24,12,6,3,4,18,36,69,5,18,13,17,12,19,16,8,3,2,27,1,3,1,1,17,9,11,9
